effective_date,issuer,cet1_ratio_pct,required_cet1_pct,tlac_buffer_pct,nco_pct,npl_pct,deposit_growth_pct,lcr_pct,rotce_pct,ppnr_growth_pct
2025-11-05,JPM,15.204892856753089,12.1,4.159385892381619,0.5321419287050965,0.4906129837821974,4.186130247388017,117.275120330354,20.465015329043815,5.697065466173584
2025-11-05,BAC,14.014437811454682,11.5,3.0407895047242395,0.5671948953503544,0.5739647015896955,2.5591202376527478,112.01419472841557,16.618226702447604,3.3629613195853265
2025-11-05,C,13.75808689703405,11.4,2.8427503324920043,0.6673836791407243,0.6177770611299258,1.1416238761591304,110.67752088169016,10.26732694325814,0.8629913461863665
2025-11-05,WFC,13.819991842991504,11.2,2.802788488890389,0.6459677055788725,0.5221906998320911,1.8306898858804375,116.71896750665485,14.699870708303301,1.8936446169094572
2026-02-05,JPM,15.278259954267346,12.1,3.9930031237228114,0.5553398001516257,0.48196179593826816,4.0647356752692545,117.83320675764533,20.00785336334644,4.791800834189903
2026-02-05,BAC,13.840349192981801,11.5,3.262303169656605,0.6115536002301957,0.587561802674149,2.55717848949983,113.75620878093085,15.811918389782477,3.1367021476864294
2026-02-05,C,13.65785016938606,11.4,2.7408536455283503,0.6926138479071355,0.6844730237936132,0.7901195368560257,114.00436690797207,10.350433756995123,1.1892018485658995
2026-02-05,WFC,13.872879972574424,11.2,2.9444385514024245,0.6424035911877293,0.582153552550397,1.888854655784969,115.9441647512713,13.972794194535224,1.9978962489854177
2026-05-05,JPM,15.513354510804515,12.1,4.117568604462856,0.5424675919162572,0.4849704290648676,3.1672532262869018,118.99633430902739,20.533126888369456,5.074555344509545
2026-05-05,BAC,13.963094115811698,11.5,3.2926306512131966,0.6183245646938031,0.5440100600412069,2.985888330230332,115.54454831067841,16.554439958825494,3.0404211595545574
2026-05-05,C,13.71251841886419,11.4,2.7782401102259278,0.7448070210062594,0.6469232190843682,0.9860945562495884,113.48955528555508,10.501956177098899,0.6661634619950976
2026-05-05,WFC,13.945140757017553,11.2,2.996510907289958,0.6357769269373077,0.5751961900469532,1.5997124391311786,115.00939511098699,13.383918010002276,2.7948949115207364
2026-08-05,JPM,15.408278463609347,12.1,4.122737398291481,0.5154997902920941,0.49053069901855484,4.10903157741799,116.8464903660747,20.501219408999305,6.021060777923781
2026-08-05,BAC,14.10730566902047,11.5,3.353046829250406,0.5918986605651172,0.5612136551179832,2.211985049536798,115.41396762565415,16.343033306692572,2.9935856981937077
2026-08-05,C,13.81249230973346,11.4,2.6633447553604173,0.7320839697338516,0.6494139659136564,0.8375763106994872,111.3960901199689,10.076623843666521,1.3093798912669539
2026-08-05,WFC,13.997717316877814,11.2,3.0025514453146935,0.6411037974351519,0.5582628830870817,1.7973856225879694,116.24501342172303,15.162412259699583,1.5580104504309835
